Popularity,Vote_Count,Vote_Average,year,month,day_of_week,Original_Language_de,Original_Language_en,Original_Language_es,Original_Language_fr,Original_Language_it,Original_Language_ja,Original_Language_ko,Original_Language_other,Original_Language_ru,Original_Language_zh,other_genre,genre_Action,genre_Adventure,genre_Animation,genre_Comedy,genre_Crime,genre_Drama,genre_Family,genre_Fantasy,genre_History,genre_Horror,genre_Mystery,genre_Romance,genre_Science Fiction,genre_Thriller,genre_War
31.491,196,5.8,2008,2,5,False,False,False,False,False,True,False,False,False,False,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0
31.472,92,7.0,2008,3,5,False,False,False,False,False,True,False,False,False,False,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
31.454,703,7.3,2011,9,1,False,True,False,False,False,False,False,False,False,False,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0
31.432,7,5.1,2019,6,4,False,True,False,False,False,False,False,False,False,False,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
31.424,438,5.1,2011,4,4,False,True,False,False,False,False,False,False,False,False,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
31.413,277,5.8,2020,2,2,False,False,False,True,False,False,False,False,False,False,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
31.399,818,5.4,2012,9,3,False,True,False,False,False,False,False,False,False,False,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
31.395,372,7.5,2021,10,3,False,False,False,False,True,False,False,False,False,False,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
31.389,120,4.9,2016,12,3,False,False,False,False,False,False,False,False,True,False,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
31.383,184,5.5,1999,3,4,False,True,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
31.381,184,6.7,2021,3,3,False,False,False,False,True,False,False,False,False,False,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
31.381,514,7.1,1978,9,4,False,True,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
31.379,3190,6.3,2019,5,5,False,True,False,False,False,False,False,False,False,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
31.356,16,7.0,1992,3,5,False,False,False,False,False,True,False,False,False,False,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
31.354,4443,6.7,2005,7,3,False,True,False,False,False,False,False,False,False,False,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0
31.345,5959,6.8,2004,2,4,False,True,False,False,False,False,False,False,False,False,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
31.345,1753,6.5,1987,2,1,False,True,False,False,False,False,False,False,False,False,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
31.34,677,6.5,2002,2,4,False,True,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
31.339,3030,6.0,2014,1,4,False,True,False,False,False,False,False,False,False,False,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
31.335,804,5.9,2009,10,2,False,True,False,False,False,False,False,False,False,False,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
31.334,11108,7.5,2014,10,4,False,True,False,False,False,False,False,False,False,False,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
31.332,2041,7.3,2002,5,2,False,False,False,True,False,False,False,False,False,False,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0
31.325,257,7.8,2015,9,1,False,True,False,False,False,False,False,False,False,False,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
31.325,494,6.9,1987,10,4,False,True,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
31.317,78,7.0,2021,8,4,False,True,False,False,False,False,False,False,False,False,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
31.294,1,2.0,2022,2,3,False,True,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
31.294,130,7.4,2021,2,4,False,False,False,False,False,False,False,False,False,True,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
31.29,521,7.4,2012,11,5,False,False,False,False,False,True,False,False,False,False,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0
31.286,669,7.3,1978,10,3,False,False,False,False,False,False,False,False,False,False,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
31.277,2126,7.3,1998,2,4,False,True,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
31.27,2592,8.3,2016,6,2,False,False,False,False,False,False,True,False,False,False,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
31.258,2594,6.2,2015,12,4,False,True,False,False,False,False,False,False,False,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
31.247,826,6.3,1993,8,4,False,True,False,False,False,False,False,False,False,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31.243,2717,6.0,2011,3,4,False,True,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
31.201,4306,7.6,2018,11,4,False,True,False,False,False,False,False,False,False,False,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
31.198,1035,6.1,2017,1,0,False,True,False,False,False,False,False,False,False,False,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
31.193,28,5.7,2017,7,1,False,True,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
31.19,1018,6.4,1994,10,3,False,True,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0
31.173,2735,5.3,1999,6,1,False,True,False,False,False,False,False,False,False,False,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0
31.169,3367,6.7,2015,11,4,False,True,False,False,False,False,False,False,False,False,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0
31.142,8839,7.7,2008,11,2,False,True,False,False,False,False,False,False,False,False,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
31.137,1416,6.1,2021,5,4,False,True,False,False,False,False,False,False,False,False,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0
31.13,626,7.7,2007,9,5,False,False,False,False,False,True,False,False,False,False,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0
31.122,2104,6.6,1985,10,3,False,True,False,False,False,False,False,False,False,False,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
31.119,120,8.4,1995,4,6,False,True,False,False,False,False,False,False,False,False,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
31.118,1,2.0,2022,2,4,False,True,False,False,False,False,False,False,False,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
31.114,2159,6.1,2006,9,4,False,True,False,False,False,False,False,False,False,False,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0
31.111,371,6.6,2009,2,1,False,True,False,False,False,False,False,False,False,False,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
31.103,7192,7.8,2000,9,4,False,True,False,False,False,False,False,False,False,False,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
31.102,6219,7.6,1993,2,3,False,True,False,False,False,False,False,False,False,False,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0
31.097,226,6.8,2020,11,1,False,True,False,False,False,False,False,False,False,False,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0
31.091,5146,6.6,2004,11,4,False,True,False,False,False,False,False,False,False,False,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0
31.088,4260,7.6,2007,11,4,False,True,False,False,False,False,False,False,False,False,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
31.085,8,6.4,2012,2,2,False,True,False,False,False,False,False,False,False,False,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
31.084,436,5.7,2015,10,3,False,True,False,False,False,False,False,False,False,False,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
31.071,1,2.0,2021,6,4,False,True,False,False,False,False,False,False,False,False,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
31.06,2125,6.4,2012,1,4,False,True,False,False,False,False,False,False,False,False,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
31.045,196,5.7,2015,3,1,False,True,False,False,False,False,False,False,False,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31.042,193,6.0,2017,8,1,False,True,False,False,False,False,False,False,False,False,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
31.039,11,4.8,2001,1,0,False,True,False,False,False,False,False,False,False,False,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
31.038,1281,5.9,2014,4,1,False,True,False,False,False,False,False,False,False,False,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
31.021,127,7.6,2007,10,2,False,False,True,False,False,False,False,False,False,False,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
31.006,4477,7.9,1986,8,4,False,True,False,False,False,False,False,False,False,False,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
31.0,2645,5.9,2010,2,2,False,True,False,False,False,False,False,False,False,False,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
30.979,1062,6.3,2010,9,4,False,True,False,False,False,False,False,False,False,False,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
30.976,520,6.3,2013,9,4,False,False,True,False,False,False,False,False,False,False,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
30.962,1267,5.4,2012,10,2,False,True,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
30.962,2082,7.0,1993,7,4,False,True,False,False,False,False,False,False,False,False,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0
30.958,589,5.1,2020,10,3,False,True,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
30.957,2328,7.6,2015,7,2,False,True,False,False,False,False,False,False,False,False,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0
30.947,1439,7.3,1961,12,2,False,True,False,False,False,False,False,False,False,False,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
30.946,2145,6.1,2016,7,3,False,True,False,False,False,False,False,False,False,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
30.913,2129,7.0,2016,12,0,False,True,False,False,False,False,False,False,False,False,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0
30.911,66,7.6,2016,2,1,False,False,False,False,False,True,False,False,False,False,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
30.909,239,6.0,2018,12,1,False,True,False,False,False,False,False,False,False,False,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
30.906,1707,6.7,1982,7,4,False,True,False,False,False,False,False,False,False,False,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
30.905,145,5.9,2018,6,1,False,True,False,False,False,False,False,False,False,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30.903,1512,7.6,1993,12,5,False,True,False,False,False,False,False,False,False,False,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30.903,1940,6.5,2004,2,4,False,True,False,False,False,False,False,False,False,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
30.886,1513,6.5,2017,6,1,False,True,False,False,False,False,False,False,False,False,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
30.879,234,7.0,2013,8,6,False,True,False,False,False,False,False,False,False,False,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
30.872,3670,6.9,2019,10,4,False,True,False,False,False,False,False,False,False,False,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0
30.867,1849,5.8,2000,5,2,False,True,False,False,False,False,False,False,False,False,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
30.86,1382,6.2,2016,1,3,False,True,False,False,False,False,False,False,False,False,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
30.855,514,6.8,2018,8,4,False,False,False,False,False,False,False,True,False,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
30.848,657,6.2,2014,7,3,False,True,False,False,False,False,False,False,False,False,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0
30.838,155,7.2,2007,8,4,False,True,False,False,False,False,False,False,False,False,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
30.826,2232,7.5,1987,3,4,False,True,False,False,False,False,False,False,False,False,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
30.813,117,5.9,2015,2,4,False,True,False,False,False,False,False,False,False,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30.811,1290,7.0,2015,12,3,False,False,False,False,False,False,False,False,False,False,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
30.786,491,7.3,2010,11,1,False,True,False,False,False,False,False,False,False,False,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0
30.785,3263,6.5,1998,7,3,False,True,False,False,False,False,False,False,False,False,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
30.781,4,4.6,2021,11,3,False,False,False,False,False,False,False,False,True,False,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
30.781,36,6.6,2013,7,3,False,False,True,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
30.773,24,5.3,2016,2,4,False,True,False,False,False,False,False,False,False,False,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
30.762,69,5.9,2021,6,3,False,False,False,False,False,False,False,True,False,False,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
30.753,19,7.1,2014,3,5,False,False,False,False,False,True,False,False,False,False,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
30.747,106,6.7,2015,3,4,False,True,False,False,False,False,False,False,False,False,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
30.747,2593,7.6,1968,2,2,False,True,False,False,False,False,False,False,False,False,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0
30.73,529,6.0,2011,3,2,False,True,False,False,False,False,False,False,False,False,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
30.727,682,6.1,2016,12,2,False,True,False,False,False,False,False,False,False,False,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
30.721,15,6.7,2010,2,6,False,True,False,False,False,False,False,False,False,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30.718,4605,7.6,2009,6,4,False,True,False,False,False,False,False,False,False,False,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
30.71,16,7.2,2021,10,4,False,True,False,False,False,False,False,False,False,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30.707,1127,6.3,1999,10,2,False,True,False,False,False,False,False,False,False,False,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1
30.705,1154,6.2,2002,10,4,False,True,False,False,False,False,False,False,False,False,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
30.703,1103,6.2,2019,2,4,False,True,False,False,False,False,False,False,False,False,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
30.686,3164,6.4,2000,12,4,False,True,False,False,False,False,False,False,False,False,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
30.668,1540,6.4,1971,12,0,False,True,False,False,False,False,False,False,False,False,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
30.661,141,7.5,2016,7,6,False,False,False,False,False,False,False,False,False,True,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
30.656,903,6.4,2009,2,2,False,False,False,True,False,False,False,False,False,False,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
30.647,5001,6.6,2011,9,3,False,True,False,False,False,False,False,False,False,False,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0
30.639,1685,6.1,2005,12,2,False,True,False,False,False,False,False,False,False,False,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
30.633,442,6.3,1992,4,4,False,True,False,False,False,False,False,False,False,False,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0
30.627,8,4.7,2020,9,0,False,True,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
30.619,197,6.8,2007,7,5,False,False,False,False,False,True,False,False,False,False,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0
30.61,1176,6.2,2008,5,2,False,True,False,False,False,False,False,False,False,False,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0
30.607,1131,6.9,1998,7,5,False,False,False,False,False,True,False,False,False,False,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0
30.597,3052,7.6,2018,8,4,False,True,False,False,False,False,False,False,False,False,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
30.593,84,5.9,2020,11,4,False,True,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
30.589,1329,6.3,2010,9,4,False,True,False,False,False,False,False,False,False,False,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
30.563,437,5.9,2017,10,4,False,True,False,False,False,False,False,False,False,False,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
30.562,9478,7.9,2007,11,3,False,True,False,False,False,False,False,False,False,False,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
30.554,2980,7.1,2012,4,3,False,True,False,False,False,False,False,False,False,False,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
30.55,39,7.4,2016,2,5,False,False,False,False,False,True,False,False,False,False,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
30.528,2809,6.2,2016,1,3,False,True,False,False,False,False,False,False,False,False,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
30.527,2577,6.1,2009,9,3,False,True,False,False,False,False,False,False,False,False,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
30.52,1380,7.4,1973,8,4,False,True,False,False,False,False,False,False,False,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30.508,8415,8.4,1975,11,1,False,True,False,False,False,False,False,False,False,False,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
30.498,456,6.3,1994,12,0,False,True,False,False,False,False,False,False,False,False,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
30.494,454,5.5,2021,2,4,False,True,False,False,False,False,False,False,False,False,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
30.48,1176,7.1,2016,9,4,False,True,False,False,False,False,False,False,False,False,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
30.475,7,5.6,2021,11,1,False,True,False,False,False,False,False,False,False,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30.471,510,7.5,2009,5,6,False,True,False,False,False,False,False,False,False,False,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
30.471,5704,7.6,2013,10,3,False,True,False,False,False,False,False,False,False,False,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
30.454,238,7.7,2006,4,4,False,False,True,False,False,False,False,False,False,False,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
30.447,2072,7.0,2005,9,6,False,True,False,False,False,False,False,False,False,False,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0
30.438,2191,7.2,2003,12,3,False,True,False,False,False,False,False,False,False,False,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
30.424,3506,6.2,2013,1,3,False,True,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
30.411,277,7.2,1959,3,2,False,True,False,False,False,False,False,False,False,False,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
30.404,396,6.7,2017,11,2,False,True,False,False,False,False,False,False,False,False,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0
30.4,13222,7.9,1993,6,4,False,True,False,False,False,False,False,False,False,False,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
30.389,730,6.7,1993,9,4,False,True,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
30.377,2554,6.8,1999,3,4,False,True,False,False,False,False,False,False,False,False,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
30.372,1647,5.8,2009,11,3,False,True,False,False,False,False,False,False,False,False,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0
30.334,2017,6.6,1984,3,3,False,True,False,False,False,False,False,False,False,False,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
30.315,3967,7.8,2009,10,4,False,True,False,False,False,False,False,False,False,False,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0
30.303,657,6.1,2016,2,3,False,True,False,False,False,False,False,False,False,False,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
30.3,483,6.4,2000,7,5,False,False,False,False,False,True,False,False,False,False,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0
30.292,45,6.2,2017,8,4,False,True,False,False,False,False,False,False,False,False,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
30.252,117,7.7,2017,7,3,False,False,False,False,False,False,False,False,False,True,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
30.244,27,6.1,2021,9,4,False,False,False,True,False,False,False,False,False,False,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
30.242,1086,5.6,2017,7,4,False,True,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
30.241,304,5.4,2015,10,1,False,True,False,False,False,False,False,False,False,False,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0
30.238,530,7.5,2020,3,4,False,True,False,False,False,False,False,False,False,False,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
30.23,612,5.2,2014,5,4,False,True,False,False,False,False,False,False,False,False,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
30.228,3531,6.3,2013,3,4,False,True,False,False,False,False,False,False,False,False,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0
30.227,618,6.7,1993,10,4,False,True,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
30.219,1282,7.3,2019,11,1,False,True,False,False,False,False,False,False,False,False,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
30.217,12,6.0,2013,5,4,False,True,False,False,False,False,False,False,False,False,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
30.217,351,6.9,2006,10,5,False,False,False,False,False,True,False,False,False,False,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
30.209,1558,7.8,2006,7,5,False,False,False,False,False,True,False,False,False,False,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0
30.204,635,7.1,2015,6,4,False,True,False,False,False,False,False,False,False,False,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
30.203,1,2.0,2021,9,4,False,True,False,False,False,False,False,False,False,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
30.2,13149,7.2,2013,10,3,False,True,False,False,False,False,False,False,False,False,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0
30.198,1762,7.4,1981,8,4,False,True,False,False,False,False,False,False,False,False,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
30.181,3033,7.1,2017,1,6,False,True,False,False,False,False,False,False,False,False,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
30.17,1763,6.1,2014,2,2,False,False,False,True,False,False,False,False,False,False,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
30.156,825,7.1,1984,6,4,False,True,False,False,False,False,False,False,False,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
30.149,353,6.9,1989,7,5,False,True,False,False,False,False,False,False,False,False,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
30.125,1100,6.0,1998,6,4,False,True,False,False,False,False,False,False,False,False,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0
30.117,1180,6.3,1980,2,3,False,False,False,False,True,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
30.09,2304,7.3,2003,9,0,False,True,False,False,False,False,False,False,False,False,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
30.088,103,7.8,2013,11,4,False,False,False,False,False,False,False,True,False,False,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
30.087,3289,7.9,1990,3,4,False,True,False,False,False,False,False,False,False,False,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
30.087,6379,8.3,1979,8,2,False,True,False,False,False,False,False,False,False,False,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
30.086,1646,6.3,2018,3,2,False,True,False,False,False,False,False,False,False,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
30.073,2837,7.1,2014,11,0,False,True,False,False,False,False,False,False,False,False,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
30.071,116,4.7,1994,1,3,False,False,False,False,True,False,False,False,False,False,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
30.039,1367,6.4,2018,2,2,False,False,False,True,False,False,False,False,False,False,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
30.034,103,6.8,2021,8,3,False,True,False,False,False,False,False,False,False,False,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0
30.033,514,5.8,2011,10,3,False,True,False,False,False,False,False,False,False,False,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
30.028,672,7.3,1972,3,2,False,False,False,False,False,False,False,False,False,True,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
30.009,1000,6.4,2005,12,0,False,True,False,False,False,False,False,False,False,False,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
29.989,328,6.1,2009,6,4,False,True,False,False,False,False,False,False,False,False,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
29.984,2,4.0,2022,2,4,False,False,False,False,False,False,False,True,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
29.97,683,6.7,2005,11,2,False,True,False,False,False,False,False,False,False,False,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
29.959,216,7.3,2015,10,2,False,True,False,False,False,False,False,False,False,False,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
29.949,1291,6.5,1987,6,0,False,True,False,False,False,False,False,False,False,False,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
29.938,3332,6.7,1979,4,3,False,True,False,False,False,False,False,False,False,False,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0
29.922,777,4.7,2011,8,3,False,True,False,False,False,False,False,False,False,False,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
29.921,788,6.8,2008,2,2,False,True,False,False,False,False,False,False,False,False,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0
29.913,497,6.4,2018,9,3,False,True,False,False,False,False,False,False,False,False,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0
29.913,22,7.3,2001,3,5,False,False,False,False,False,True,False,False,False,False,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
29.903,808,6.2,1997,11,1,False,True,False,False,False,False,False,False,False,False,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
29.899,5706,7.3,2012,9,4,False,True,False,False,False,False,False,False,False,False,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
29.895,40,6.9,2017,5,5,False,False,False,False,False,True,False,False,False,False,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
29.889,125,6.9,2003,3,5,False,False,False,False,False,True,False,False,False,False,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
